scheme_code,scheme_name,amc,category
149279,SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days),SBI Funds Management Limited,Income
149280,SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days),SBI Funds Management Limited,Income
149281,ICICI Prudential Nifty Smallcap 250 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
149282,ICICI Prudential Nifty Smallcap 250 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
149283,ICICI Prudential Nifty Smallcap 250 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
149284,ICICI Prudential Nifty Smallcap 250 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
149285,ICICI Prudential Nifty India Consumption ETF,ICICI Prudential Asset Management Company Limited,Other Scheme - Other  ETFs
149286,DSP Nifty 50 Equal Weight ETF,DSP Asset Managers Private Limited,Other Scheme - Other  ETFs
149287,HDFC NIFTY Next 50 index Fund,HDFC Asset Management Company Limited,Other Scheme - Index Funds
149288,HDFC NIFTY Next 50 index Fund,HDFC Asset Management Company Limited,Other Scheme - Index Funds
149289,Aditya Birla Sun Life US Equity Passive FOF,Aditya Birla Sun Life AMC Limited,Other Scheme - FoF Overseas
149290,Aditya Birla Sun Life US Equity Passive FOF,Aditya Birla Sun Life AMC Limited,Other Scheme - FoF Overseas
149291,Aditya Birla Sun Life US Equity Passive FOF,Aditya Birla Sun Life AMC Limited,Other Scheme - FoF Overseas
149292,Aditya Birla Sun Life US Equity Passive FOF,Aditya Birla Sun Life AMC Limited,Other Scheme - FoF Overseas
149293,Aditya Birla Sun Life Nifty IT ETF,Aditya Birla Sun Life AMC Limited,Other Scheme - Other  ETFs
149294,Aditya Birla Sun Life Business Cycle Fund,Aditya Birla Sun Life AMC Limited,Equity Scheme - Sectoral/ Thematic
149295,Aditya Birla Sun Life Business Cycle Fund,Aditya Birla Sun Life AMC Limited,Equity Scheme - Sectoral/ Thematic
149296,Aditya Birla Sun Life Business Cycle Fund,Aditya Birla Sun Life AMC Limited,Equity Scheme - Sectoral/ Thematic
149297,Aditya Birla Sun Life Business Cycle Fund,Aditya Birla Sun Life AMC Limited,Equity Scheme - Sectoral/ Thematic
149298,PGIM India Global Select Real Estate Securities Fund of Fund,PGIM India Asset Management Private Limite,Other Scheme - FoF Overseas
149299,PGIM India Global Select Real Estate Securities Fund of Fund,PGIM India Asset Management Private Limite,Other Scheme - FoF Overseas
149300,PGIM India Global Select Real Estate Securities Fund of Fund,PGIM India Asset Management Private Limite,Other Scheme - FoF Overseas
149301,PGIM India Global Select Real Estate Securities Fund of Fund,PGIM India Asset Management Private Limite,Other Scheme - FoF Overseas
149302,BANDHAN MULTI CAP FUND,Bandhan AMC Limited,Equity Scheme - Multi Cap Fund
149303,BANDHAN MULTI CAP FUND,Bandhan AMC Limited,Equity Scheme - Multi Cap Fund
149304,BANDHAN MULTI CAP FUND,Bandhan AMC Limited,Equity Scheme - Multi Cap Fund
149305,BANDHAN MULTI CAP FUND,Bandhan AMC Limited,Equity Scheme - Multi Cap Fund
149306,SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days),SBI Funds Management Limited,Income
149307,SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days),SBI Funds Management Limited,Income
149308,SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days),SBI Funds Management Limited,Income
149309,SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days),SBI Funds Management Limited,Income
149310,DSP Overnight Fund,DSP Asset Managers Private Limited,Debt Scheme - Overnight Fund
149311,DSP Overnight Fund,DSP Asset Managers Private Limited,Debt Scheme - Overnight Fund
149312,DSP Overnight Fund,DSP Asset Managers Private Limited,Debt Scheme - Overnight Fund
149313,DSP Overnight Fund,DSP Asset Managers Private Limited,Debt Scheme - Overnight Fund
149316,360 ONE QUANT FUND,360 ONE Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149317,360 ONE QUANT FUND,360 ONE Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149318,360 ONE QUANT FUND,360 ONE Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149319,360 ONE QUANT FUND,360 ONE Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149321,ITI Banking and Financial Services Fund,ITI Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149322,ITI Banking and Financial Services Fund,ITI Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149323,ITI Banking and Financial Services Fund,ITI Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149324,ITI Banking and Financial Services Fund,ITI Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149325,Nippon India Taiwan Equity Fund,Nippon Life India Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149327,Nippon India Taiwan Equity Fund,Nippon Life India Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149328,Nippon India Taiwan Equity Fund,Nippon Life India Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149329,Nippon India Taiwan Equity Fund,Nippon Life India Asset Management Limited,Equity Scheme - Sectoral/ Thematic
149331,ICICI Prudential BSE 500 ETF FOF,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Domestic
149332,ICICI Prudential BSE 500 ETF FOF,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Domestic
149333,ICICI Prudential BSE 500 ETF FOF,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Domestic
149334,ICICI Prudential BSE 500 ETF FOF,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Domestic
149335,Quant Value Fund,quant Money Managers Limited,Equity Scheme - Value Fund
149336,Quant Value Fund,quant Money Managers Limited,Equity Scheme - Value Fund
149337,Quant Value Fund,quant Money Managers Limited,Equity Scheme - Value Fund
149338,Quant Value Fund,quant Money Managers Limited,Equity Scheme - Value Fund
149339,Edelweiss NIFTY Large Midcap 250 Index Fund,Edelweiss Asset Management Limited,Other Scheme - Index Funds
149341,Edelweiss NIFTY Large Midcap 250 Index Fund,Edelweiss Asset Management Limited,Other Scheme - Index Funds
149342,Edelweiss NIFTY Large Midcap 250 Index Fund,Edelweiss Asset Management Limited,Other Scheme - Index Funds
149343,Edelweiss NIFTY Large Midcap 250 Index Fund,Edelweiss Asset Management Limited,Other Scheme - Index Funds
149345,SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days),SBI Funds Management Limited,Income
149346,SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days),SBI Funds Management Limited,Income
149347,SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days),SBI Funds Management Limited,Income
149348,SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days),SBI Funds Management Limited,Income
149351,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149352,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149353,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149354,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149355,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149356,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149357,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149358,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149359,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149360,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149361,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149362,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149363,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149364,Tata Corporate Bond Fund,Tata Asset Management Limited,Debt Scheme - Corporate Bond Fund
149365,HDFC Multi Cap Fund,HDFC Asset Management Company Limited,Equity Scheme - Multi Cap Fund
149366,HDFC Multi Cap Fund,HDFC Asset Management Company Limited,Equity Scheme - Multi Cap Fund
149367,HDFC Multi Cap Fund,HDFC Asset Management Company Limited,Equity Scheme - Multi Cap Fund
149368,HDFC Multi Cap Fund,HDFC Asset Management Company Limited,Equity Scheme - Multi Cap Fund
149371,Axis Nifty 50 Index Fund,Axis Asset Management Co. Ltd.,Other Scheme - Index Funds
149372,Axis Nifty 50 Index Fund,Axis Asset Management Co. Ltd.,Other Scheme - Index Funds
149373,Axis Nifty 50 Index Fund,Axis Asset Management Co. Ltd.,Other Scheme - Index Funds
149374,Axis Nifty 50 Index Fund,Axis Asset Management Co. Ltd.,Other Scheme - Index Funds
149379,Mirae Asset Hang Seng TECH ETF,Mirae Asset Investment Managers (India) Pvt. Ltd,Other Scheme - Other  ETFs
149380,Mirae Asset Hang Seng TECH ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Other Scheme - FoF Domestic
149381,Mirae Asset Hang Seng TECH ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Other Scheme - FoF Domestic
149382,Axis Multicap Fund,Axis Asset Management Co. Ltd.,Equity Scheme - Multi Cap Fund
149383,Axis Multicap Fund,Axis Asset Management Co. Ltd.,Equity Scheme - Multi Cap Fund
149384,Axis Multicap Fund,Axis Asset Management Co. Ltd.,Equity Scheme - Multi Cap Fund
149387,Axis Multicap Fund,Axis Asset Management Co. Ltd.,Equity Scheme - Multi Cap Fund
149388,ICICI Prudential Nifty Midcap 150 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
149389,ICICI Prudential Nifty Midcap 150 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
149390,ICICI Prudential Nifty Midcap 150 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
149391,ICICI Prudential Nifty Midcap 150 Index Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - Index Funds
149392,DSP Nifty 50 ETF,DSP Asset Managers Private Limited,Other Scheme - Other  ETFs
149393,Groww Overnight Fund,Groww Asset Management Limited,Debt Scheme - Overnight Fund
149394,Groww Overnight Fund,Groww Asset Management Limited,Debt Scheme - Overnight Fund
149395,Groww Overnight Fund,Groww Asset Management Limited,Debt Scheme - Overnight Fund
149396,Groww Overnight Fund,Groww Asset Management Limited,Debt Scheme - Overnight Fund
149397,Kotak Nifty Alpha 50 ETF,Kotak Mahindra Asset Management Company Limited.,Other Scheme - Other  ETFs
149398,BHARAT Bond ETF - April 2032,Edelweiss Asset Management Limited,Other Scheme - Other  ETFs
149399,BHARAT Bond ETF FOF - April 2032,Edelweiss Asset Management Limited,Other Scheme - FoF Domestic
149400,BHARAT Bond ETF FOF - April 2032,Edelweiss Asset Management Limited,Other Scheme - FoF Domestic
149401,BHARAT Bond ETF FOF - April 2032,Edelweiss Asset Management Limited,Other Scheme - FoF Domestic
149402,BHARAT Bond ETF FOF - April 2032,Edelweiss Asset Management Limited,Other Scheme - FoF Domestic
149403,DSP Nifty Midcap 150 Quality 50 ETF,DSP Asset Managers Private Limited,Other Scheme - Other  ETFs
149404,Mahindra Manulife Balanced Advantage Fund,Mahindra Manulife Investment Management Pvt Ltd,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
149405,Mahindra Manulife Balanced Advantage Fund,Mahindra Manulife Investment Management Pvt Ltd,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
149406,Mahindra Manulife Balanced Advantage Fund,Mahindra Manulife Investment Management Pvt Ltd,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
149407,Mahindra Manulife Balanced Advantage Fund,Mahindra Manulife Investment Management Pvt Ltd,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
149408,ICICI Prudential Overnight Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Overnight Fund
149409,ICICI Prudential Overnight Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Overnight Fund
149410,ICICI Prudential Overnight Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Overnight Fund
149411,ICICI Prudential Overnight Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Overnight Fund
149412,BANK OF INDIA OVERNIGHT FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Overnight Fund
149413,BANK OF INDIA OVERNIGHT FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Overnight Fund
149414,BANK OF INDIA OVERNIGHT FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Overnight Fund
149415,BANK OF INDIA OVERNIGHT FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Overnight Fund
149416,ICICI Prudential Fixed Maturity Plan - Series 88 - 95 Days Plan B,ICICI Prudential Asset Management Company Limited,Income
149417,ICICI Prudential Fixed Maturity Plan - Series 88 - 95 Days Plan B,ICICI Prudential Asset Management Company Limited,Income
149418,ICICI Prudential Fixed Maturity Plan - Series 88 - 95 Days Plan B,ICICI Prudential Asset Management Company Limited,Income
149419,ICICI Prudential Fixed Maturity Plan - Series 88 - 95 Days Plan B,ICICI Prudential Asset Management Company Limited,Income
149424,ICICI Prudential Fixed Maturity Plan - Series 88 - 1833 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
149425,ICICI Prudential Fixed Maturity Plan - Series 88 - 1833 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
149426,ICICI Prudential Fixed Maturity Plan - Series 88 - 1833 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
149427,ICICI Prudential Fixed Maturity Plan - Series 88 - 1833 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
149428,ICICI Prudential Fixed Maturity Plan - Series 88 - 1833 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
149429,ICICI Prudential Fixed Maturity Plan - Series 88 - 1833 Days Plan C,ICICI Prudential Asset Management Company Limited,Income
149430,SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days),SBI Funds Management Limited,Income
149431,SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days),SBI Funds Management Limited,Income
149432,SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days),SBI Funds Management Limited,Income
149433,SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days),SBI Funds Management Limited,Income
149438,Motilal Oswal Nasdaq Q50 ETF,Motilal Oswal Asset Management Company Limited,Other Scheme - Other  ETFs
149439,ICICI Prudential Passive Multi-Asset Fund of Funds,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Domestic
149440,ICICI Prudential Passive Multi-Asset Fund of Funds,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Domestic
149441,ICICI Prudential Passive Multi-Asset Fund of Funds,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Domestic
149442,ICICI Prudential Passive Multi-Asset Fund of Funds,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Domestic
149443,Franklin India Overnight Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Overnight Fund
149444,Franklin India Overnight Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Overnight Fund
149445,Franklin India Overnight Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Overnight Fund
149446,Franklin India Overnight Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Overnight Fund
149447,Navi Nifty Next 50 Index Fund,Navi AMC Limited,Other Scheme - Index Funds
149448,Navi Nifty Next 50 Index Fund,Navi AMC Limited,Other Scheme - Index Funds
149449,Samco Flexi Cap Fund,Samco Asset Management Private Limited,Equity Scheme - Flexi Cap Fund
149450,Samco Flexi Cap Fund,Samco Asset Management Private Limited,Equity Scheme - Flexi Cap Fund
149451,Union Overnight Fund,Union Asset Management Company Private Limited,Debt Scheme - Overnight Fund
149452,Union Overnight Fund,Union Asset Management Company Private Limited,Debt Scheme - Overnight Fund
149453,Union Overnight Fund,Union Asset Management Company Private Limited,Debt Scheme - Overnight Fund
149454,Union Overnight Fund,Union Asset Management Company Private Limited,Debt Scheme - Overnight Fund
149455,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Overseas
149456,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Overseas
149457,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Overseas
149458,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund,ICICI Prudential Asset Management Company Limited,Other Scheme - FoF Overseas
149459,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days),SBI Funds Management Limited,Income
149460,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days),SBI Funds Management Limited,Income
149461,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days),SBI Funds Management Limited,Income
149462,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days),SBI Funds Management Limited,Income
149463,ICICI Prudential Nifty Auto ETF,ICICI Prudential Asset Management Company Limited,Other Scheme - Other  ETFs
149464,ICICI PRUDENTIAL SILVER ETF,ICICI Prudential Asset Management Company Limited,Other Scheme - Other  ETFs
149465,Nippon India Nifty Auto ETF,Nippon Life India Asset Management Limited,Other Scheme - Other  ETFs
149466,Axis Nifty Next 50 Index Fund,Axis Asset Management Co. Ltd.,Other Scheme - Index Funds
149467,Axis Nifty Next 50 Index Fund,Axis Asset Management Co. Ltd.,Other Scheme - Index Funds
149468,Axis Nifty Next 50 Index Fund,Axis Asset Management Co. Ltd.,Other Scheme - Index Funds
149469,Axis Nifty Next 50 Index Fund,Axis Asset Management Co. Ltd.,Other Scheme - Index Funds
149470,Mahindra Manulife Overnight Fund,Mahindra Manulife Investment Management Pvt Ltd,Debt Scheme - Overnight Fund
149471,Mahindra Manulife Overnight Fund,Mahindra Manulife Investment Management Pvt Ltd,Debt Scheme - Overnight Fund
149472,SBI CPSE Bond Plus SDL Sep 2026 50 50 Index Fund,SBI Funds Management Limited,Other Scheme - Index Funds
149473,SBI CPSE Bond Plus SDL Sep 2026 50 50 Index Fund,SBI Funds Management Limited,Other Scheme - Index Funds
149474,SBI CPSE Bond Plus SDL Sep 2026 50 50 Index Fund,SBI Funds Management Limited,Other Scheme - Index Funds
149475,SBI CPSE Bond Plus SDL Sep 2026 50 50 Index Fund,SBI Funds Management Limited,Other Scheme - Index Funds
149476,Edelweiss Overnight Fund,Edelweiss Asset Management Limited,Debt Scheme - Overnight Fund
149477,Edelweiss Overnight Fund,Edelweiss Asset Management Limited,Debt Scheme - Overnight Fund
149478,Edelweiss Overnight Fund,Edelweiss Asset Management Limited,Debt Scheme - Overnight Fund
149479,Edelweiss Overnight Fund,Edelweiss Asset Management Limited,Debt Scheme - Overnight Fund
149480,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund),Sundaram Asset Management Company Ltd,Other Scheme - Index Funds
149481,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund),Sundaram Asset Management Company Ltd,Other Scheme - Index Funds
149482,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund),Sundaram Asset Management Company Ltd,Other Scheme - Index Funds
149483,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund),Sundaram Asset Management Company Ltd,Other Scheme - Index Funds
149519,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Low Duration Fund
149520,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Low Duration Fund
149521,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Low Duration Fund
149522,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Low Duration Fund
149523,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Low Duration Fund
149524,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Low Duration Fund
149525,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Low Duration Fund
149526,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Low Duration Fund
149531,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Focused Fund
149532,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Focused Fund
149533,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Focused Fund
149534,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Focused Fund
149535,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Ultra Short Duration Fund
149536,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Ultra Short Duration Fund
149537,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Ultra Short Duration Fund
149538,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Ultra Short Duration Fund
149539,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Ultra Short Duration Fund
149540,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Ultra Short Duration Fund
149549,Sundaram Arbitrage Fund(Formerly Known as Prinicpal Arbitrage Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Arbitrage Fund
149550,Sundaram Arbitrage Fund(Formerly Known as Prinicpal Arbitrage Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Arbitrage Fund
149551,Sundaram Arbitrage Fund(Formerly Known as Prinicpal Arbitrage Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Arbitrage Fund
149552,Sundaram Arbitrage Fund(Formerly Known as Prinicpal Arbitrage Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Arbitrage Fund
149569,Sundaram ELSS Tax Saver Fund,Sundaram Asset Management Company Ltd,Equity Scheme - ELSS
149570,Sundaram ELSS Tax Saver Fund,Sundaram Asset Management Company Ltd,Equity Scheme - ELSS
149571,Sundaram ELSS Tax Saver Fund,Sundaram Asset Management Company Ltd,Equity Scheme - ELSS
149572,Sundaram ELSS Tax Saver Fund,Sundaram Asset Management Company Ltd,Equity Scheme - ELSS
149585,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Short Duration Fund
149586,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Short Duration Fund
149587,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Short Duration Fund
149588,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Short Duration Fund
149599,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Aggressive Hybrid Fund
149600,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Aggressive Hybrid Fund
149601,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Aggressive Hybrid Fund
149602,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Aggressive Hybrid Fund
149658,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Liquid Fund
149659,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Liquid Fund
149660,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Liquid Fund
149661,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Liquid Fund
149662,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Liquid Fund
149663,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Liquid Fund
149664,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Liquid Fund
149665,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund),Sundaram Asset Management Company Ltd,Debt Scheme - Liquid Fund
149666,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Multi Cap Fund
149667,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Multi Cap Fund
149668,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Multi Cap Fund
149669,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Multi Cap Fund
149674,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Equity Savings
149675,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Equity Savings
149676,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Equity Savings
149677,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Equity Savings
149678,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Equity Savings
149679,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund),Sundaram Asset Management Company Ltd,Hybrid Scheme - Equity Savings
149697,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Dividend Yield Fund
149698,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Dividend Yield Fund
149699,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Dividend Yield Fund
149700,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund),Sundaram Asset Management Company Ltd,Equity Scheme - Dividend Yield Fund
