investor_id,state,amount,age,gender,city_tier
INV03786,Delhi,2387261,46,Female,T30
INV03787,Delhi,1370260,25,Male,T30
INV03788,Telangana,1426706,36,Female,B30
INV03789,Delhi,537574,59,Female,T30
INV03790,Karnataka,1082320,67,Female,T30
INV03791,Gujarat,3227226,27,Male,B30
INV03792,Karnataka,1554851,62,Female,T30
INV03793,Gujarat,1710589,32,Female,B30
INV03794,Maharashtra,1510039,53,Female,T30
INV03795,Delhi,1285250,40,Male,T30
INV03796,Karnataka,909312,45,Female,T30
INV03797,Delhi,998657,41,Female,T30
INV03798,Gujarat,2693591,28,Male,B30
INV03799,Karnataka,2002077,31,Male,T30
INV03800,Maharashtra,1114139,33,Male,T30
INV03801,Tamil Nadu,2729266,41,Male,T30
INV03802,Karnataka,2006246,40,Female,T30
INV03803,Delhi,1272511,48,Male,T30
INV03804,Maharashtra,3015478,50,Male,T30
INV03805,Gujarat,2630209,47,Female,B30
INV03806,Karnataka,2174269,66,Male,T30
INV03807,Delhi,1061652,46,Female,T30
INV03808,Telangana,1814582,59,Male,B30
INV03809,Telangana,391616,53,Female,B30
INV03810,Tamil Nadu,621258,43,Male,T30
INV03811,Tamil Nadu,931805,67,Female,T30
INV03812,Delhi,1570988,43,Female,T30
INV03813,Delhi,1586368,61,Female,T30
INV03814,Gujarat,1539244,26,Male,B30
INV03815,Maharashtra,3181708,58,Female,T30
INV03816,Tamil Nadu,4618501,38,Male,T30
INV03817,Delhi,3305901,24,Female,T30
INV03818,Karnataka,2260324,61,Female,T30
INV03819,Maharashtra,3102392,52,Male,T30
INV03820,Delhi,1607100,26,Female,T30
INV03821,Delhi,2087692,22,Female,T30
INV03822,Maharashtra,1389544,41,Female,T30
INV03823,Karnataka,3072482,24,Male,T30
INV03824,Tamil Nadu,1449687,35,Female,T30
INV03825,Gujarat,2042152,37,Female,B30
INV03826,Tamil Nadu,650362,44,Male,T30
INV03827,Tamil Nadu,454119,43,Female,T30
INV03828,Maharashtra,281053,56,Male,T30
INV03829,Maharashtra,268950,24,Male,T30
INV03830,Delhi,871719,59,Female,T30
INV03831,Delhi,667229,38,Female,T30
INV03832,Karnataka,1719934,52,Male,T30
INV03833,Delhi,1208719,33,Male,T30
INV03834,Karnataka,1366645,40,Male,T30
INV03835,Tamil Nadu,1845834,46,Female,T30
INV03836,Delhi,1478197,45,Female,T30
INV03837,Gujarat,1787874,62,Male,B30
INV03838,Tamil Nadu,1088335,32,Female,T30
INV03839,Delhi,1347542,56,Female,T30
INV03840,Delhi,2928295,42,Male,T30
INV03841,Tamil Nadu,689797,68,Male,T30
INV03842,Delhi,1428485,27,Male,T30
INV03843,Maharashtra,2331328,49,Male,T30
INV03844,Gujarat,2045592,45,Female,B30
INV03845,Karnataka,887456,49,Male,T30
INV03846,Delhi,1150323,50,Female,T30
INV03847,Karnataka,2959254,23,Female,T30
INV03848,Karnataka,1749731,36,Male,T30
INV03849,Delhi,1413753,50,Female,T30
INV03850,Delhi,1223560,50,Female,T30
INV03851,Gujarat,355422,69,Female,B30
INV03852,Karnataka,1146992,67,Male,T30
INV03853,Delhi,1310462,32,Male,T30
INV03854,Karnataka,1674319,53,Male,T30
INV03855,Maharashtra,1493010,52,Female,T30
INV03856,Karnataka,1885691,70,Male,T30
INV03857,Delhi,792259,68,Male,T30
INV03858,Maharashtra,1113814,42,Female,T30
INV03859,Telangana,1549987,35,Male,B30
INV03860,Tamil Nadu,2038582,60,Female,T30
INV03861,Gujarat,767771,38,Female,B30
INV03862,Telangana,944586,31,Male,B30
INV03863,Karnataka,1258034,32,Female,T30
INV03864,Gujarat,1659204,56,Male,B30
INV03865,Delhi,2464215,54,Female,T30
INV03866,Telangana,499810,56,Male,B30
INV03867,Delhi,2047437,27,Male,T30
INV03868,Maharashtra,1044068,63,Female,T30
INV03869,Tamil Nadu,98406,70,Female,T30
INV03870,Delhi,1788658,69,Female,T30
INV03871,Karnataka,477677,65,Male,T30
INV03872,Karnataka,483341,54,Female,T30
INV03873,Delhi,1360986,40,Male,T30
INV03874,Tamil Nadu,1499169,29,Female,T30
INV03875,Telangana,1243513,64,Female,B30
INV03876,Maharashtra,1416101,50,Male,T30
INV03877,Karnataka,978735,23,Female,T30
INV03878,Tamil Nadu,1962169,23,Female,T30
INV03879,Karnataka,2735678,67,Female,T30
INV03880,Karnataka,597379,35,Male,T30
INV03881,Tamil Nadu,1845925,62,Female,T30
INV03882,Delhi,1280434,27,Male,T30
INV03883,Gujarat,1112190,51,Female,B30
INV03884,Gujarat,1546416,56,Male,B30
INV03885,Gujarat,1679699,36,Male,B30
INV03886,Gujarat,1230884,59,Male,B30
INV03887,Delhi,1779207,24,Female,T30
INV03888,Karnataka,2661183,56,Female,T30
INV03889,Maharashtra,1729251,38,Female,T30
INV03890,Delhi,2280005,70,Female,T30
INV03891,Delhi,938209,21,Female,T30
INV03892,Delhi,2444688,28,Male,T30
INV03893,Delhi,1174718,25,Female,T30
INV03894,Tamil Nadu,1212256,51,Female,T30
INV03895,Gujarat,1546047,63,Male,B30
INV03896,Delhi,2102249,47,Male,T30
INV03897,Delhi,681826,53,Female,T30
INV03898,Karnataka,823500,52,Male,T30
INV03899,Delhi,1433533,50,Female,T30
INV03900,Maharashtra,1041031,36,Male,T30
INV03901,Tamil Nadu,911019,61,Male,T30
INV03902,Delhi,1739347,28,Male,T30
INV03903,Karnataka,2395712,67,Male,T30
INV03904,Maharashtra,2070557,23,Female,T30
INV03905,Delhi,1634063,23,Female,T30
INV03906,Delhi,2336549,23,Female,T30
INV03907,Gujarat,2096947,38,Female,B30
INV03908,Telangana,1788649,65,Female,B30
INV03909,Gujarat,1109099,44,Male,B30
INV03910,Tamil Nadu,915588,69,Female,T30
INV03911,Delhi,734464,25,Female,T30
INV03912,Maharashtra,789772,26,Male,T30
INV03913,Karnataka,3011305,35,Male,T30
INV03914,Maharashtra,1933310,68,Male,T30
INV03915,Gujarat,627833,57,Female,B30
INV03916,Gujarat,1236115,58,Male,B30
INV03917,Tamil Nadu,1915728,66,Male,T30
INV03918,Delhi,942579,51,Male,T30
INV03919,Maharashtra,2155932,31,Female,T30
INV03920,Karnataka,1936468,42,Male,T30
INV03921,Delhi,621001,67,Male,T30
INV03922,Maharashtra,2002241,41,Female,T30
INV03923,Karnataka,1965358,22,Male,T30
INV03924,Delhi,1002021,25,Male,T30
INV03925,Tamil Nadu,489174,70,Female,T30
INV03926,Delhi,1388547,49,Female,T30
INV03927,Karnataka,473902,64,Male,T30
INV03928,Gujarat,1166717,59,Male,B30
INV03929,Delhi,1462170,40,Female,T30
INV03930,Tamil Nadu,3329829,48,Male,T30
INV03931,Gujarat,1732788,61,Male,B30
INV03932,Telangana,1236936,49,Male,B30
INV03933,Delhi,1163447,56,Male,T30
INV03934,Gujarat,687385,68,Male,B30
INV03935,Gujarat,2645393,51,Male,B30
INV03936,Tamil Nadu,1919440,65,Male,T30
INV03937,Telangana,1979930,57,Female,B30
INV03938,Delhi,2014151,26,Female,T30
INV03939,Maharashtra,1945038,66,Female,T30
INV03940,Delhi,1226608,58,Male,T30
INV03941,Gujarat,768172,61,Male,B30
INV03942,Tamil Nadu,2719752,43,Female,T30
INV03943,Delhi,2119652,39,Male,T30
INV03944,Telangana,1991868,58,Female,B30
INV03945,Karnataka,2038774,28,Female,T30
INV03946,Tamil Nadu,3461412,29,Male,T30
INV03947,Gujarat,3105978,42,Female,B30
INV03948,Delhi,1773274,40,Female,T30
INV03949,Gujarat,2461700,59,Female,B30
INV03950,Delhi,1355076,33,Male,T30
INV03951,Maharashtra,1285811,52,Female,T30
INV03952,Delhi,2275733,26,Male,T30
INV03953,Delhi,1155759,21,Male,T30
INV03954,Delhi,1421186,60,Female,T30
INV03955,Tamil Nadu,1752631,42,Male,T30
INV03956,Tamil Nadu,1981616,31,Female,T30
INV03957,Maharashtra,1480301,56,Male,T30
INV03958,Delhi,1669205,68,Male,T30
INV03959,Delhi,2518903,31,Male,T30
INV03960,Gujarat,442862,66,Female,B30
INV03961,Telangana,1832636,49,Female,B30
INV03962,Maharashtra,2272078,56,Female,T30
INV03963,Delhi,1284292,58,Female,T30
INV03964,Telangana,2665436,58,Male,B30
INV03965,Tamil Nadu,1832916,54,Male,T30
INV03966,Delhi,762308,40,Female,T30
INV03967,Delhi,1233685,22,Male,T30
INV03968,Gujarat,1845104,40,Male,B30
INV03969,Maharashtra,3010290,63,Female,T30
INV03970,Telangana,990719,51,Male,B30
INV03971,Delhi,1076421,64,Male,T30
INV03972,Tamil Nadu,1153003,52,Male,T30
INV03973,Delhi,984585,66,Female,T30
INV03974,Tamil Nadu,1309423,63,Female,T30
INV03975,Karnataka,968234,52,Male,T30
INV03977,Telangana,1330553,30,Female,B30
INV03978,Maharashtra,1345918,64,Female,T30
INV03980,Karnataka,1527427,42,Female,T30
INV03981,Tamil Nadu,621950,23,Female,T30
INV03982,Gujarat,3454264,42,Male,B30
INV03983,Delhi,1209802,29,Female,T30
INV03984,Gujarat,1957713,66,Female,B30
INV03985,Tamil Nadu,535410,44,Female,T30
INV03986,Tamil Nadu,1011138,25,Male,T30
INV03987,Tamil Nadu,1602867,45,Female,T30
INV03988,Tamil Nadu,2057206,30,Female,T30
INV03989,Gujarat,1842613,25,Male,B30
INV03990,Delhi,1587893,62,Male,T30
INV03991,Delhi,795601,21,Female,T30
INV03992,Gujarat,2938649,62,Male,B30
INV03993,Maharashtra,1639609,33,Male,T30
INV03994,Gujarat,944111,69,Female,B30
INV03995,Delhi,2092772,58,Male,T30
INV03996,Karnataka,1555796,66,Male,T30
INV03997,Karnataka,2582629,63,Female,T30
INV03998,Delhi,934535,34,Male,T30
INV03999,Delhi,1304621,25,Female,T30
INV04000,Gujarat,1615259,38,Male,B30
INV04001,Gujarat,1199214,55,Male,B30
INV04002,Telangana,2198548,25,Male,B30
INV04003,Gujarat,290454,44,Female,B30
INV04004,Delhi,769137,27,Male,T30
INV04005,Delhi,1290747,45,Male,T30
INV04006,Delhi,1796199,46,Female,T30
INV04007,Telangana,3766464,65,Male,B30
INV04008,Karnataka,990539,67,Female,T30
INV04009,Delhi,801573,22,Male,T30
INV04010,Karnataka,1278075,50,Male,T30
INV04011,Tamil Nadu,1156860,55,Male,T30
INV04012,Maharashtra,488979,43,Male,T30
INV04013,Maharashtra,790349,33,Male,T30
INV04014,Gujarat,1561862,35,Female,B30
INV04015,Gujarat,1233812,37,Male,B30
INV04016,Gujarat,1095077,68,Male,B30
INV04017,Karnataka,1719802,60,Female,T30
INV04018,Karnataka,1872587,67,Male,T30
INV04019,Gujarat,259127,47,Male,B30
INV04020,Delhi,1135213,60,Female,T30
INV04021,Gujarat,1203405,50,Female,B30
INV04022,Maharashtra,799130,36,Male,T30
INV04023,Karnataka,2238760,36,Female,T30
INV04024,Delhi,1929127,47,Male,T30
INV04025,Tamil Nadu,1556170,42,Male,T30
INV04026,Delhi,2182876,34,Male,T30
INV04027,Delhi,2592270,51,Female,T30
INV04028,Delhi,1423378,56,Female,T30
INV04029,Delhi,751346,27,Female,T30
INV04030,Gujarat,1429537,65,Female,B30
INV04031,Karnataka,2053906,28,Female,T30
INV04032,Delhi,1814234,38,Male,T30
INV04033,Karnataka,2273394,30,Male,T30
INV04034,Delhi,2235836,41,Male,T30
INV04035,Gujarat,2881407,29,Male,B30
INV04036,Tamil Nadu,303221,41,Male,T30
INV04037,Telangana,1749538,42,Male,B30
INV04038,Delhi,1163746,55,Female,T30
INV04039,Gujarat,1117565,53,Male,B30
INV04040,Delhi,1520999,63,Male,T30
INV04041,Maharashtra,1681109,26,Male,T30
INV04042,Tamil Nadu,1298693,55,Male,T30
INV04043,Gujarat,1788449,40,Male,B30
INV04044,Gujarat,710371,42,Female,B30
INV04045,Gujarat,1150103,59,Female,B30
INV04046,Delhi,1058703,42,Female,T30
INV04047,Karnataka,1344847,46,Male,T30
INV04048,Karnataka,1543790,67,Female,T30
INV04049,Gujarat,1113086,42,Female,B30
INV04050,Telangana,2795095,50,Male,B30
INV04051,Delhi,2025970,60,Female,T30
INV04052,Karnataka,1918393,21,Male,T30
INV04053,Karnataka,2061498,51,Male,T30
INV04054,Gujarat,589139,52,Female,B30
INV04055,Delhi,1372389,45,Male,T30
INV04056,Karnataka,1078374,60,Female,T30
INV04057,Gujarat,809312,26,Male,B30
INV04058,Tamil Nadu,1614193,69,Female,T30
INV04059,Tamil Nadu,1306145,48,Female,T30
INV04060,Maharashtra,1451409,28,Male,T30
INV04061,Maharashtra,444381,37,Male,T30
INV04062,Maharashtra,628984,29,Female,T30
INV04063,Delhi,559666,44,Female,T30
INV04064,Tamil Nadu,1505371,39,Male,T30
INV04065,Karnataka,1700164,25,Male,T30
INV04066,Telangana,1053183,32,Female,B30
INV04067,Karnataka,646733,37,Male,T30
INV04068,Gujarat,2308698,45,Male,B30
INV04069,Tamil Nadu,1720560,38,Female,T30
INV04070,Delhi,933350,65,Male,T30
INV04071,Maharashtra,1614865,64,Male,T30
INV04072,Karnataka,1261574,29,Male,T30
INV04073,Delhi,1995172,59,Female,T30
INV04074,Delhi,1505852,31,Male,T30
INV04075,Karnataka,2291340,69,Female,T30
INV04076,Tamil Nadu,2679311,26,Male,T30
INV04077,Telangana,1897272,27,Female,B30
INV04078,Karnataka,1194633,46,Male,T30
INV04079,Delhi,2005601,63,Female,T30
INV04080,Gujarat,1915678,38,Male,B30
INV04081,Delhi,356960,25,Female,T30
INV04082,Gujarat,1049588,35,Female,B30
INV04083,Tamil Nadu,2107179,44,Female,T30
INV04084,Delhi,2686847,40,Female,T30
INV04085,Telangana,1537321,25,Male,B30
INV04086,Tamil Nadu,2671307,31,Female,T30
INV04087,Gujarat,2110323,26,Female,B30
INV04088,Delhi,639720,63,Female,T30
INV04089,Telangana,952900,26,Male,B30
INV04090,Tamil Nadu,828756,51,Female,T30
INV04091,Delhi,2663703,68,Male,T30
INV04092,Delhi,2857167,61,Female,T30
INV04093,Delhi,2068254,65,Female,T30
INV04094,Karnataka,1547092,55,Female,T30
INV04095,Karnataka,1452553,46,Male,T30
INV04096,Gujarat,1133269,51,Female,B30
INV04097,Karnataka,1796584,45,Male,T30
INV04098,Gujarat,1441475,50,Female,B30
INV04099,Gujarat,2194252,58,Male,B30
INV04100,Maharashtra,1241872,35,Male,T30
INV04101,Tamil Nadu,1743726,62,Female,T30
INV04102,Delhi,1330446,69,Male,T30
INV04103,Telangana,737796,66,Male,B30
INV04104,Karnataka,1871722,48,Female,T30
INV04105,Delhi,3085347,65,Male,T30
INV04106,Telangana,1755035,39,Male,B30
INV04107,Tamil Nadu,1227199,69,Male,T30
INV04108,Delhi,1931706,52,Male,T30
INV04109,Telangana,2898454,51,Male,B30
INV04110,Delhi,2227414,56,Female,T30
INV04111,Telangana,154070,26,Female,B30
INV04112,Tamil Nadu,827929,42,Male,T30
INV04113,Telangana,1185675,55,Male,B30
INV04114,Tamil Nadu,1347681,26,Female,T30
INV04115,Maharashtra,514119,24,Male,T30
INV04116,Maharashtra,654858,48,Female,T30
INV04117,Gujarat,454509,38,Female,B30
INV04118,Tamil Nadu,1148438,52,Female,T30
INV04119,Gujarat,956405,49,Female,B30
INV04120,Gujarat,1572590,22,Male,B30
INV04121,Delhi,2124588,37,Female,T30
INV04122,Delhi,875199,63,Female,T30
INV04123,Tamil Nadu,884779,63,Female,T30
INV04124,Delhi,714073,35,Male,T30
INV04125,Maharashtra,488198,31,Female,T30
INV04126,Tamil Nadu,1098602,31,Female,T30
INV04127,Maharashtra,681683,50,Male,T30
INV04128,Maharashtra,906910,43,Male,T30
INV04129,Karnataka,1603261,54,Male,T30
INV04130,Maharashtra,1378970,23,Female,T30
INV04131,Karnataka,1253412,43,Female,T30
INV04132,Tamil Nadu,392006,61,Female,T30
INV04133,Gujarat,877003,54,Male,B30
INV04134,Delhi,603561,35,Female,T30
INV04135,Maharashtra,1756562,48,Male,T30
INV04136,Delhi,2055936,59,Female,T30
INV04137,Karnataka,2165144,44,Female,T30
INV04138,Gujarat,1681059,69,Female,B30
INV04139,Delhi,3650583,42,Female,T30
INV04140,Telangana,684689,66,Female,B30
INV04141,Delhi,1313699,23,Male,T30
INV04142,Gujarat,1003205,64,Male,B30
INV04143,Gujarat,864041,30,Female,B30
INV04144,Maharashtra,1582651,48,Female,T30
INV04145,Gujarat,2677137,24,Male,B30
INV04146,Delhi,1772858,38,Male,T30
INV04147,Maharashtra,2338718,50,Male,T30
INV04148,Delhi,2217136,65,Female,T30
INV04149,Karnataka,1225803,30,Male,T30
INV04150,Maharashtra,1628460,47,Female,T30
INV04151,Maharashtra,1025514,56,Male,T30
INV04152,Tamil Nadu,684445,59,Male,T30
INV04153,Gujarat,1592921,27,Female,B30
INV04154,Delhi,3508899,31,Male,T30
INV04155,Gujarat,1812043,30,Male,B30
INV04156,Delhi,454279,36,Male,T30
INV04157,Gujarat,1589857,43,Male,B30
INV04158,Karnataka,1997833,50,Male,T30
INV04159,Delhi,1981883,22,Male,T30
INV04160,Telangana,1206308,39,Female,B30
INV04161,Delhi,3265667,39,Male,T30
INV04162,Maharashtra,1109494,40,Female,T30
INV04163,Delhi,1886512,43,Male,T30
INV04164,Karnataka,1293487,69,Male,T30
INV04165,Tamil Nadu,1056267,69,Female,T30
INV04166,Gujarat,2346607,36,Male,B30
INV04167,Delhi,2280316,32,Male,T30
INV04168,Maharashtra,1176527,40,Female,T30
INV04169,Karnataka,1079380,66,Female,T30
INV04170,Telangana,1219161,22,Female,B30
INV04171,Karnataka,1405327,66,Male,T30
INV04172,Delhi,2673039,32,Male,T30
INV04173,Gujarat,2249862,51,Female,B30
INV04174,Maharashtra,1288407,21,Female,T30
INV04175,Delhi,1386297,31,Female,T30
INV04176,Delhi,920941,26,Female,T30
INV04177,Karnataka,1521717,39,Male,T30
INV04178,Delhi,2246924,58,Female,T30
INV04179,Maharashtra,1369598,58,Male,T30
INV04180,Gujarat,1555558,22,Female,B30
INV04181,Maharashtra,1433314,33,Male,T30
INV04182,Karnataka,1279265,56,Male,T30
INV04183,Gujarat,857043,37,Male,B30
INV04184,Delhi,1628568,28,Female,T30
INV04185,Gujarat,1994914,34,Female,B30
INV04186,Gujarat,696915,31,Female,B30
INV04187,Gujarat,1294868,70,Female,B30
INV04188,Delhi,2175007,56,Female,T30
INV04189,Telangana,1634793,43,Female,B30
INV04190,Delhi,1316824,21,Male,T30
INV04191,Delhi,647373,55,Male,T30
INV04192,Gujarat,1940475,30,Male,B30
INV04193,Maharashtra,1536621,55,Female,T30
INV04194,Gujarat,1582489,62,Female,B30
INV04195,Karnataka,1018021,27,Male,T30
INV04196,Tamil Nadu,2362075,27,Female,T30
INV04197,Delhi,907097,65,Male,T30
INV04198,Tamil Nadu,1686880,32,Female,T30
INV04199,Karnataka,1704405,42,Male,T30
INV04200,Gujarat,280528,40,Male,B30
INV04201,Delhi,983542,39,Female,T30
INV04202,Maharashtra,2015333,46,Male,T30
INV04203,Tamil Nadu,1647406,66,Female,T30
INV04204,Karnataka,1606182,43,Male,T30
INV04205,Delhi,2357987,38,Male,T30
INV04206,Karnataka,2213342,42,Female,T30
INV04207,Telangana,1493436,67,Female,B30
INV04208,Delhi,2134811,62,Female,T30
INV04209,Delhi,1344456,61,Male,T30
INV04210,Gujarat,1724741,43,Female,B30
INV04211,Delhi,1081871,25,Female,T30
INV04212,Maharashtra,1914018,60,Male,T30
INV04213,Gujarat,933774,23,Male,B30
INV04214,Karnataka,1118067,55,Male,T30
INV04215,Tamil Nadu,1130765,57,Male,T30
INV04216,Gujarat,2039759,47,Male,B30
INV04217,Karnataka,2797440,59,Male,T30
INV04218,Delhi,1636492,34,Male,T30
INV04219,Delhi,2149907,61,Female,T30
INV04220,Gujarat,1663306,22,Male,B30
INV04221,Maharashtra,2828260,26,Female,T30
INV04222,Delhi,2347814,60,Female,T30
INV04223,Maharashtra,1137051,54,Female,T30
INV04224,Maharashtra,4244755,51,Male,T30
INV04225,Gujarat,1299255,35,Male,B30
INV04226,Delhi,253091,22,Female,T30
INV04227,Gujarat,3170830,55,Male,B30
INV04228,Delhi,2688561,24,Female,T30
INV04229,Maharashtra,2075629,63,Male,T30
INV04230,Karnataka,1072536,57,Male,T30
INV04231,Tamil Nadu,1338358,50,Female,T30
INV04232,Gujarat,2051879,31,Female,B30
INV04233,Karnataka,483145,38,Female,T30
INV04234,Tamil Nadu,684837,65,Male,T30
INV04235,Delhi,859299,62,Male,T30
INV04236,Karnataka,1037522,60,Male,T30
INV04237,Gujarat,1244539,39,Female,B30
INV04238,Karnataka,1227857,66,Male,T30
INV04239,Gujarat,755756,30,Male,B30
INV04240,Delhi,939329,33,Male,T30
INV04241,Tamil Nadu,1388902,57,Female,T30
INV04242,Karnataka,1292552,24,Female,T30
INV04243,Delhi,383150,39,Female,T30
INV04244,Delhi,931169,57,Female,T30
INV04245,Gujarat,2617391,64,Male,B30
INV04246,Karnataka,1532439,27,Female,T30
INV04247,Maharashtra,1789257,51,Male,T30
INV04248,Delhi,677214,51,Female,T30
INV04249,Delhi,601462,42,Female,T30
INV04250,Maharashtra,1294826,27,Female,T30
INV04251,Maharashtra,2391203,48,Female,T30
INV04252,Telangana,1627281,22,Female,B30
INV04253,Telangana,2067452,59,Female,B30
INV04254,Delhi,1589203,47,Female,T30
INV04255,Karnataka,1164309,51,Female,T30
INV04256,Karnataka,688013,42,Female,T30
INV04257,Karnataka,2182807,36,Male,T30
INV04258,Delhi,1889132,55,Male,T30
INV04259,Delhi,1881659,54,Female,T30
INV04260,Gujarat,1296637,60,Female,B30
INV04261,Tamil Nadu,1209716,38,Female,T30
INV04262,Telangana,1246896,52,Male,B30
INV04263,Delhi,1619228,28,Male,T30
INV04264,Gujarat,1554569,24,Female,B30
INV04265,Karnataka,930321,41,Female,T30
INV04266,Delhi,1571562,53,Female,T30
INV04267,Gujarat,702963,47,Male,B30
INV04268,Karnataka,2552174,43,Female,T30
INV04269,Telangana,359418,68,Female,B30
INV04270,Gujarat,1022205,21,Female,B30
INV04271,Delhi,1768425,50,Male,T30
INV04272,Tamil Nadu,1746520,48,Female,T30
INV04273,Karnataka,2770921,30,Female,T30
INV04274,Delhi,785690,32,Male,T30
INV04275,Delhi,1471353,54,Male,T30
INV04276,Delhi,1011852,50,Male,T30
INV04277,Karnataka,1537300,26,Female,T30
INV04278,Tamil Nadu,1070474,23,Male,T30
INV04279,Maharashtra,1612717,69,Female,T30
INV04280,Gujarat,366511,56,Female,B30
INV04281,Gujarat,1178668,43,Male,B30
INV04282,Telangana,2486159,34,Female,B30
INV04283,Delhi,1143109,53,Male,T30
INV04284,Telangana,1093784,70,Female,B30
INV04285,Tamil Nadu,2396769,31,Female,T30
INV04286,Delhi,2465232,23,Male,T30
INV04287,Gujarat,1147172,23,Female,B30
INV04288,Gujarat,1551840,38,Female,B30
INV04289,Delhi,2087774,60,Female,T30
INV04290,Delhi,1358929,36,Female,T30
INV04291,Delhi,1698411,53,Male,T30
INV04292,Delhi,795271,70,Female,T30
INV04293,Delhi,2138682,42,Male,T30
INV04294,Maharashtra,2236762,52,Male,T30
INV04295,Karnataka,1662660,60,Male,T30
INV04296,Tamil Nadu,827882,37,Male,T30
INV04297,Gujarat,1112245,63,Female,B30
INV04298,Maharashtra,1604695,24,Female,T30
INV04299,Karnataka,1190909,29,Male,T30
INV04300,Gujarat,807624,38,Male,B30
INV04301,Karnataka,1283716,46,Female,T30
INV04302,Karnataka,695601,61,Male,T30
INV04303,Delhi,1601032,28,Female,T30
INV04304,Delhi,683848,47,Female,T30
INV04305,Telangana,1304225,68,Female,B30
INV04306,Delhi,1343384,30,Male,T30
INV04307,Gujarat,3307126,29,Female,B30
INV04308,Karnataka,1062017,69,Male,T30
INV04309,Gujarat,931913,54,Male,B30
INV04310,Karnataka,832081,44,Female,T30
INV04311,Tamil Nadu,397889,63,Male,T30
INV04312,Delhi,1181338,56,Male,T30
INV04313,Maharashtra,1958466,53,Female,T30
INV04314,Karnataka,1603902,67,Male,T30
INV04315,Gujarat,1883460,39,Male,B30
INV04316,Gujarat,1274656,36,Female,B30
INV04317,Karnataka,1331549,69,Male,T30
INV04318,Gujarat,758301,46,Female,B30
INV04319,Karnataka,1109355,31,Female,T30
INV04320,Delhi,2652934,61,Female,T30
INV04321,Telangana,1718573,67,Male,B30
INV04322,Karnataka,862168,38,Female,T30
INV04323,Karnataka,2178005,50,Male,T30
INV04324,Tamil Nadu,1907342,24,Female,T30
INV04325,Delhi,706241,27,Male,T30
INV04326,Delhi,1825512,64,Female,T30
INV04327,Delhi,512764,62,Female,T30
INV04328,Tamil Nadu,633062,23,Female,T30
INV04329,Karnataka,2251152,59,Female,T30
INV04330,Delhi,1279038,35,Female,T30
INV04331,Tamil Nadu,1372305,30,Male,T30
INV04332,Delhi,2135148,57,Male,T30
INV04333,Delhi,1398680,31,Male,T30
INV04334,Tamil Nadu,1782450,42,Female,T30
INV04335,Maharashtra,1258451,62,Female,T30
INV04336,Karnataka,1780966,39,Male,T30
INV04337,Tamil Nadu,1163548,60,Male,T30
INV04338,Gujarat,1546542,41,Female,B30
INV04339,Delhi,2047246,67,Female,T30
INV04340,Maharashtra,572123,51,Male,T30
INV04341,Maharashtra,2499334,65,Female,T30
INV04342,Gujarat,831783,68,Male,B30
INV04343,Delhi,654259,60,Male,T30
INV04344,Delhi,1653362,23,Female,T30
INV04345,Maharashtra,1562467,59,Male,T30
INV04346,Delhi,2223515,53,Female,T30
INV04347,Tamil Nadu,462480,60,Male,T30
INV04348,Karnataka,909835,26,Male,T30
INV04349,Gujarat,1515938,63,Male,B30
INV04350,Maharashtra,1573898,66,Female,T30
INV04351,Gujarat,1323403,30,Female,B30
INV04352,Telangana,1022441,68,Male,B30
INV04353,Karnataka,843655,40,Female,T30
INV04354,Delhi,1031362,25,Male,T30
INV04355,Delhi,1883955,50,Female,T30
INV04356,Karnataka,1238112,32,Male,T30
INV04357,Gujarat,959034,61,Male,B30
INV04358,Gujarat,2796050,42,Female,B30
INV04359,Gujarat,1859822,48,Male,B30
INV04360,Delhi,865452,68,Female,T30
INV04361,Maharashtra,1280996,24,Male,T30
INV04362,Tamil Nadu,1160498,40,Male,T30
INV04363,Gujarat,1254997,52,Male,B30
INV04364,Delhi,2067987,27,Male,T30
INV04365,Delhi,1674707,28,Male,T30
INV04366,Delhi,932312,59,Female,T30
INV04367,Tamil Nadu,1296872,45,Male,T30
INV04368,Telangana,1779229,44,Male,B30
INV04369,Tamil Nadu,1557241,37,Female,T30
INV04370,Delhi,1661869,42,Female,T30
INV04371,Tamil Nadu,1120375,55,Female,T30
INV04372,Delhi,2711909,31,Female,T30
INV04373,Telangana,1337379,28,Male,B30
INV04374,Gujarat,1047992,41,Male,B30
INV04375,Gujarat,1302026,41,Male,B30
INV04376,Karnataka,3298136,36,Female,T30
INV04377,Gujarat,653306,65,Female,B30
INV04378,Maharashtra,1473872,57,Female,T30
INV04379,Karnataka,1460809,43,Female,T30
INV04380,Telangana,1459154,24,Male,B30
INV04381,Gujarat,2659970,47,Male,B30
INV04382,Gujarat,655759,55,Male,B30
INV04383,Delhi,2483322,21,Male,T30
INV04384,Delhi,704324,66,Female,T30
INV04385,Maharashtra,1421431,55,Male,T30
INV04386,Tamil Nadu,3245954,39,Female,T30
INV04387,Delhi,1203626,54,Male,T30
INV04388,Karnataka,665167,43,Male,T30
INV04389,Karnataka,2127125,37,Male,T30
INV04390,Maharashtra,495214,29,Female,T30
INV04391,Delhi,3134354,43,Female,T30
INV04392,Karnataka,1439272,43,Female,T30
INV04393,Telangana,1722241,27,Female,B30
INV04394,Gujarat,665692,61,Male,B30
INV04395,Telangana,2552009,39,Female,B30
INV04396,Tamil Nadu,1486846,38,Female,T30
INV04397,Gujarat,2127518,22,Female,B30
